"info_id","emp_id","number_consumers","dishes_count","accounts_payable","use_start_time","lock_time","order_status","phone","name"
488,1110,8,8,349,"2016/8/3 20:05:21","2016/8/3 20:25:21",1,18688880312,"¿Ó≈Â…∫"
773,1193,4,12,395,"2016/8/3 20:44:58","2016/8/3 20:57:58",1,18688880372,"¿ÓÀº–˘"
660,1116,6,19,560,"2016/8/3 20:49:10","2016/8/3 21:07:43",1,18688880195,"’≈ È“«"
619,1124,6,20,720,"2016/8/3 20:58:42","2016/8/3 21:03:33",1,18688880253,"∫˙Íœ"
649,1557,7,10,350,"2016/8/3 21:23:56","2016/8/3 21:39:56",1,18688880756,"ÕıË™–˘"
302,1458,6,19,634,"2016/8/4 11:05:45","2016/8/4 11:17:45",1,18688880657,"≈£√˜À∂"
310,1303,2,4,227,"2016/8/4 11:58:32","2016/8/4 12:06:27",1,18688880502,"ƒæ—≈‘∆"
383,1105,2,17,705,"2016/8/4 12:07:40","2016/8/4 12:26:40",1,18688880184,"Œ∫Ó⁄Ω‡"
547,1018,3,16,501,"2016/8/4 17:35:42","2016/8/4 17:55:42",1,18688880037,"¬¨◊”∫≤"
668,1232,8,5,291,"2016/8/4 18:05:29","2016/8/4 18:20:29",1,18688880430,"…Ú◊”‰ø"
742,1597,6,11,648,"2016/8/4 18:19:03","2016/8/4 18:27:03",1,18688880796,"≤ÒË§’‹"
593,1189,8,12,813,"2016/8/4 18:35:29","2016/8/4 18:45:29",1,18688880368,"–ÏÁÊ"
1259,1115,3,4,158,"2016/8/4 18:52:23","2016/8/4 19:03:47",1,18688880194,"ÀÔ—©¿◊"
703,1594,2,2,127,"2016/8/4 18:54:01","2016/8/4 19:03:43",1,18688880793,"∏ﬂΩ®Ω®"
673,1221,6,10,690,"2016/8/4 20:34:34","2016/8/4 20:50:34",1,18688880420,"’≈π‚Œı"
669,1273,2,20,1006,"2016/8/4 21:11:51","2016/8/4 21:27:51",1,18688880471,"…Ú¿⁄"
443,1605,10,19,837,"2016/8/4 21:30:23","2016/8/4 21:47:15",1,18688880804,"≤Ò∆Ù‘Û"
557,1163,8,30,1023,"2016/8/4 21:54:20","2016/8/4 22:07:30",1,18688880292,"¿Ó–¿Â˚"
333,1249,3,5,159,"2016/8/5 12:01:27","2016/8/5 12:19:27",1,18688880447,"–ÏºŒ‚˘"
384,1148,6,7,231,"2016/8/5 12:23:47","2016/8/5 12:32:47",1,18688880277,"ÀÔœ‡¡˙"
831,1096,5,13,507,"2016/8/5 12:33:49","2016/8/5 12:49:49",1,18688880175,"’≈ËÓ⁄æ"
382,1206,6,10,470,"2016/8/5 12:38:13","2016/8/5 12:48:13",1,18688880405,"∂≠‘Û¡¶"
313,1226,3,13,279,"2016/8/5 13:35:20","2016/8/5 13:50:20",1,18688880424,"∫˙∞Ÿ“ÿ"
892,989,2,6,194,"2016/8/5 13:40:45","2016/8/5 13:56:45",1,18688880008,"Ã∆¿Ú"
762,1138,4,7,269,"2016/8/5 17:11:10","2016/8/5 17:18:10",1,18688880267,"¿Óº—‹∞"
1070,1177,6,16,738,"2016/8/5 17:20:12","2016/8/5 17:29:12",1,18688880356,"ÀÔæ≤≤®"
682,1144,6,8,407,"2016/8/5 18:24:27","2016/8/5 18:41:27",1,18688880273,"Õı–À"
541,1151,2,7,189,"2016/8/5 18:35:13","2016/8/5 18:52:13",1,18688880280,"√œË¥"
610,1571,6,7,139,"2016/8/5 18:37:07","2016/8/5 18:48:07",1,18688880770,"Õı’Ò√˘"
575,1093,2,12,908,"2016/8/5 18:41:19","2016/8/5 18:57:19",1,18688880172,"∫´”ÍŒı"
652,1164,3,11,346,"2016/8/5 18:53:11","2016/8/5 19:04:46",1,18688880293,"√´∫√"
779,1304,6,15,735,"2016/8/5 19:18:52","2016/8/21 19:26:52",1,18688880503,"ƒæ–¿Õ©"
573,1337,4,9,364,"2016/8/5 19:29:13","2016/8/5 19:44:13",1,18688880536,"Œ⁄√˜–˘"
451,1488,10,17,693,"2016/8/5 20:00:29","2016/8/5 20:07:05",1,18688880687,"–Ã–¿ø…"
681,1183,6,20,980,"2016/8/5 20:20:24","2016/8/5 20:37:24",1,18688880362,"’≈µŸ∑∆"
502,1028,10,11,473,"2016/8/5 20:56:01","2016/8/5 21:12:55",1,18688880047,"æ£’‹"
545,1117,4,9,250,"2016/8/5 20:59:58","2016/8/5 21:15:44",1,18688880196,"÷”Ïœƒ˛"
578,1404,6,10,601,"2016/8/5 21:33:55","2016/8/5 21:38:55",1,18688880603,"’¬–¿‚˘"
617,1107,4,11,368,"2016/8/5 22:01:15","2016/8/5 22:07:03",1,18688880186,"∫˙…–Ωø"
386,1160,6,9,895,"2016/8/6 11:05:05","2016/8/6 11:17:11",1,18688880229,"¡ı∂´∑Ω"
824,1601,3,8,495,"2016/8/6 11:16:37","2016/8/6 11:47:37",1,18688880800,"≤ÒÌµ¿›"
434,1377,8,16,721,"2016/8/6 11:17:44","2016/8/6 11:31:27",1,18688880576,"÷Ÿ≤≈¬Ì"
894,1140,6,5,345,"2016/8/6 11:20:52","2016/8/6 11:25:03",1,18688880269,"’‘Ã˙ÕÓ"
837,1024,6,11,625,"2016/8/6 11:42:14","2016/8/6 11:47:33",1,18688880043,"Œ∫≥Ã—©"
814,1129,4,11,331,"2016/8/6 11:49:06","2016/8/6 11:57:08",1,18688880119,"œƒ—©"
391,1253,6,7,236,"2016/8/6 11:58:23","2016/8/6 12:14:28",1,18688880451,"…Ú–«”Ó"
266,990,5,8,335,"2016/8/6 12:28:08","2016/8/6 12:39:13",1,18688880009,"’≈•”Í"
399,1167,8,4,131,"2016/8/6 12:37:13","2016/8/6 12:48:08",1,18688880331,"’≈ƒ»"
865,1130,8,19,794,"2016/8/6 12:54:01","2016/8/6 13:10:25",1,18688880219,"œƒÍª»ª"
311,1086,4,12,402,"2016/8/6 12:57:29","2016/8/6 13:13:11",1,18688880165,"ÀÔª¿ª∂"
878,1453,3,8,325,"2016/8/6 13:12:16","2016/8/6 13:48:16",1,18688880652,"≈£ΩŒƒ"
203,1250,3,7,238,"2016/8/6 13:13:30","2016/8/6 13:29:59",1,18688880448,"’‘ºÃ∫≠"
829,1220,3,7,360,"2016/8/6 13:16:22","2016/8/6 13:24:25",1,18688880419,"–Ïø•Ã´"
855,1598,8,13,689,"2016/8/6 13:40:14","2016/8/6 13:48:36",1,18688880797,"≤Ò¿ÚΩø"
848,1131,6,10,458,"2016/8/6 13:41:21","2016/8/6 13:47:15",1,18688880260,"’‘Œƒ¿÷"
856,1125,2,7,113,"2016/8/6 13:45:18","2016/8/6 13:18:18",1,18688880254,"’‘π‚∂®"
872,1162,6,12,405,"2016/8/6 13:47:28","2016/8/6 14:05:19",1,18688880130,"¡ı∞Æ√∑"
800,1159,8,9,612,"2016/8/6 14:02:47","2016/8/6 14:12:09",1,18688880129,"¡ı±Û“Â"
750,1459,2,7,237,"2016/8/6 17:11:17","2016/8/6 17:27:37",1,18688880658,"≈£—◊¥∫"
447,1609,6,19,642,"2016/8/6 17:17:26","2016/8/6 17:28:26",1,18688880808,"≤Ò∫¿—∑"
1038,1139,2,13,486,"2016/8/6 17:20:27","2016/8/6 17:27:32",1,18688880222,"∑Î”±"
690,1274,10,12,1000,"2016/8/6 17:27:04","2016/8/6 17:38:58",1,18688880472,"¿Ó∫¢¡¢"
1026,1010,10,24,1027,"2016/8/6 17:33:05","2016/8/6 17:40:10",1,18688880029,"‘¨º“»Ô"
1004,1105,2,17,801,"2016/8/6 17:35:46","2016/8/6 17:20:46",1,18688880184,"Œ∫Ó⁄Ω‡"
1012,1106,8,6,194,"2016/8/6 17:36:07","2016/8/6 17:55:23",1,18688880185,"’≈Ω˙“´"
500,1409,4,13,657,"2016/8/6 17:36:13","2016/8/6 17:40:27",1,18688880608,"ƒ˛ª€∑≤"
1149,1263,2,22,756,"2016/8/6 17:48:27","2016/8/6 17:34:27",1,18688880461,"’‘±Û√Ò"
1002,1145,6,7,224,"2016/8/6 17:55:37","2016/8/6 18:07:21",1,18688880274,"ÀÔ◊”∫„"
484,1454,4,12,435,"2016/8/6 18:01:04","2016/8/6 18:14:44",1,18688880653,"≈£≥§Œı"
584,1487,7,21,1156,"2016/8/6 18:02:09","2016/8/6 18:06:46",1,18688880686,"–Ã–Àπ˙"
1021,1116,8,14,810,"2016/8/6 18:15:11","2016/8/6 18:23:56",1,18688880195,"’≈ È“«"
1298,1244,2,9,256,"2016/8/6 18:16:40","2016/8/6 18:29:03",1,18688880442,"ÀÔ≥øÜ¥"
1251,1121,8,11,292,"2016/8/6 18:32:05","2016/8/6 18:37:31",1,18688880250,"’‘¥´ªØ"
712,1148,5,13,307,"2016/8/6 18:46:29","2016/8/6 18:51:53",1,18688880225,"◊ø—«∆º"
1290,1558,7,15,656,"2016/8/6 18:47:30","2016/8/6 18:57:01",1,18688880757,"Õı≥Ω≤¥"
1173,1016,8,17,556,"2016/8/6 18:50:12","2016/8/6 18:36:12",1,18688880035,"‘¨ÍªÃÏ"
1258,1606,2,9,240,"2016/8/6 18:51:33","2016/8/6 19:09:32",1,18688880805,"≤Ò¡¡¡¡"
778,1020,2,6,207,"2016/8/6 18:54:57","2016/8/6 19:08:09",1,18688880039,"¬¨ΩıÍÿ"
475,1166,6,7,142,"2016/8/6 19:05:10","2016/8/6 19:22:45",1,18688880231,"’≈¥Û≈Ù"
1064,1196,8,1,48,"2016/8/6 19:06:14","2016/8/6 19:06:01",1,18688880375,"–Ï”Í‹«"
1177,1128,3,6,133,"2016/8/6 19:11:01","2016/8/6 19:14:40",1,18688880257,"’≈ø£“Ô"
1174,1152,6,8,121,"2016/8/6 19:17:12","2016/8/6 19:20:10",1,18688880281,"∫˙ È—˛"
1103,1321,4,9,204,"2016/8/6 19:50:02","2016/8/6 20:00:39",1,18688880520,"Œ¿—«±˘"
1157,1446,4,12,800,"2016/8/6 20:00:05","2016/8/6 20:05:39",1,18688880645,"√ÁºŒ˜Ë"
1126,1118,8,22,817,"2016/8/6 20:02:19","2016/8/6 20:06:37",1,18688880197,"∫˙µ˚"
1031,1208,8,5,201,"2016/8/6 20:19:39","2016/8/6 20:23:02",1,18688880407,"ÀÔ“ª∞ÿ"
1082,1157,4,15,458,"2016/8/6 20:29:09","2016/8/6 20:41:22",1,18688880286,"’‘ﬁ»ø•"
524,1381,8,7,249,"2016/8/6 20:36:34","2016/8/6 20:48:34",1,18688880580,"Ò˚√˜∫Ω"
508,1238,2,10,259,"2016/8/6 20:37:11","2016/8/6 20:50:22",1,18688880436,"¥ﬁ”Í‘Û"
1278,1158,2,6,185,"2016/8/6 20:40:24","2016/8/6 20:42:27",1,18688880287,"∫˙ºŒ„Î"
1054,1152,8,3,98,"2016/8/6 20:46:12","2016/8/6 20:58:47",1,18688880326,"¿‰◊”≈Ì"
677,1190,10,5,183,"2016/8/6 20:48:36","2016/8/6 21:00:50",1,18688880369,"’‘Í…”Ò"
1274,1167,4,7,264,"2016/8/6 20:50:06","2016/8/6 21:01:13",1,18688880296,"≈Ì◊”ÍÃ"
1309,1443,6,15,445,"2016/8/6 20:51:08","2016/8/6 20:59:45",1,18688880642,"√Á‘™Á¸"
1148,1092,4,19,1066,"2016/8/6 21:13:14","2016/8/6 21:32:59",1,18688880171,"∫˙”Óø≠"
905,1142,6,9,379,"2016/8/6 21:16:27","2016/8/6 21:24:30",1,18688880223,"¿∂’Òπ˙"
1108,1140,3,5,154,"2016/8/6 21:16:37","2016/8/6 21:33:21",1,18688880322,"∑Îœ˛Ê√"
1288,1207,7,17,766,"2016/8/6 21:21:37","2016/8/6 21:32:29",1,18688880406,"’‘ˆ¶´h"
1029,1269,2,3,123,"2016/8/6 21:23:49","2016/8/6 21:25:11",1,18688880467,"’≈·∞“ª"
439,1187,8,16,878,"2016/8/6 21:27:13","2016/8/6 21:45:10",1,18688880366,"ÀÔ–¬‰Ï"
1314,1130,8,12,508,"2016/8/6 21:32:29","2016/8/6 21:38:21",1,18688880259,"ÀÔø◊◊Œ"
1184,1120,10,18,716,"2016/8/6 21:38:19","2016/8/6 21:42:08",1,18688880199,"ÀÔ≥Ω–Ò"
1267,1599,4,8,269,"2016/8/6 21:39:21","2016/8/6 21:49:05",1,18688880798,"≤Ò»Ÿ–˘"
1121,1547,4,22,1156,"2016/8/6 21:41:15","2016/8/6 21:52:27",1,18688880746,"Õı’——©"
1193,1548,2,13,373,"2016/8/6 21:56:02","2016/8/6 22:05:45",1,18688880747,"Õı≈À≈À"
1227,1549,2,9,196,"2016/8/6 21:56:02","2016/8/6 22:01:05",1,18688880748,"Õıø¬√»"
1250,1550,6,5,149,"2016/8/6 21:57:38","2016/8/6 22:06:58",1,18688880749,"Õı‹∑»„"
1302,1551,5,22,706,"2016/8/6 21:57:43","2016/8/6 22:01:23",1,18688880750,"ÕıΩı≈Ù"
1303,1123,6,9,124,"2016/8/6 22:03:42","2016/8/6 22:12:52",1,18688880252,"Õıæ≤Œƒ"
283,1519,3,8,250,"2016/8/7 11:04:43","2016/8/7 11:09:18",1,18688880718,"—¶ŸªŸª"
782,1167,2,6,142,"2016/8/7 11:10:50","2016/8/7 11:23:36",1,18688880296,"≈Ì◊”ÍÃ"
201,1478,2,5,119,"2016/8/7 11:11:42","2016/8/7 11:19:45",1,18688880677,"–¡Ó‰"
871,1562,8,18,661,"2016/8/7 11:13:09","2016/8/7 11:23:32",1,18688880761,"Õı ˜≈Û"
428,1349,4,8,289,"2016/8/7 11:14:05","2016/8/7 11:17:21",1,18688880548,"›˛‹ø√µ"
394,1213,6,20,1011,"2016/8/7 11:16:12","2016/8/7 11:22:15",1,18688880412,"’‘”¢"
239,1087,2,4,182,"2016/8/7 11:30:41","2016/8/7 11:40:44",1,18688880166,"Õı¡¢ˆŒ"
840,1144,6,15,624,"2016/8/7 11:32:16","2016/8/7 11:38:51",1,18688880273,"Õı–À"
406,1209,8,5,196,"2016/8/7 11:45:23","2016/8/7 11:07:23",1,18688880408,"¿Ó‘Ûº—"
836,1448,8,13,720,"2016/8/7 11:47:36","2016/8/7 12:02:42",1,18688880647,"√Á≥…¡÷"
812,1122,8,15,720,"2016/8/7 12:08:12","2016/8/7 12:18:44",1,18688880251,"‘¨÷æΩ‹"
844,1205,8,16,766,"2016/8/7 12:16:41","2016/8/7 12:26:32",1,18688880404,"’≈∫≠∫Ø"
351,1610,2,5,176,"2016/8/7 12:23:54","2016/8/7 12:41:07",1,18688880809,"≤Òπ€ÊÁ"
797,1086,7,8,732,"2016/8/7 12:49:28","2016/8/7 13:02:20",1,18688880165,"ÀÔª¿ª∂"
854,1140,2,8,149,"2016/8/7 13:24:55","2016/8/7 13:39:32",1,18688880269,"’‘Ã˙ÕÓ"
875,1258,5,15,716,"2016/8/7 13:32:37","2016/8/7 13:36:40",1,18688880456,"¿Ó∆Ê∑º"
881,1176,8,11,730,"2016/8/7 13:33:14","2016/8/7 13:47:19",1,18688880355,"Œ∫¿÷"
846,1270,8,14,829,"2016/8/7 13:35:22","2016/8/7 13:40:49",1,18688880468,"’‘‘¬«Ì"
396,1533,4,6,184,"2016/8/7 13:35:23","2016/8/7 13:44:01",1,18688880732,"≤ÃΩı≥œ"
826,1131,4,6,383,"2016/8/7 14:02:28","2016/8/7 14:09:26",1,18688880260,"’‘Œƒ¿÷"
739,1185,5,14,455,"2016/8/7 17:24:10","2016/8/7 17:35:16",1,18688880364,"∫˙–«‘Û"
906,1572,5,9,378,"2016/8/7 17:41:32","2016/8/7 17:52:32",1,18688880771,"∏ﬂÂ´Œı"
1053,1121,10,18,398,"2016/8/7 17:42:19","2016/8/7 17:57:08",1,18688880250,"’‘¥´ªØ"
1264,1482,6,10,500,"2016/8/7 17:52:20","2016/8/7 18:04:11",1,18688880681,"–¡’‹≥œ"
594,1402,6,8,427,"2016/8/7 17:54:42","2016/8/7 17:59:52",1,18688880601,"’¬ºŒ∏£"
1008,1574,4,5,315,"2016/8/7 17:55:47","2016/8/7 18:08:14",1,18688880773,"∏ﬂ≥…”Ó"
755,1105,3,6,220,"2016/8/7 17:58:56","2016/8/7 17:20:56",1,18688880111,"ª∆’‹"
1203,1313,8,16,617,"2016/8/7 18:00:22","2016/8/7 18:17:47",1,18688880512,"∑·“’Á‚"
1323,1208,5,15,764,"2016/8/7 18:04:06","2016/8/7 18:44:06",1,18688880407,"ÀÔ“ª∞ÿ"
642,1322,3,10,565,"2016/8/7 18:04:57","2016/8/7 18:19:49",1,18688880521,"Œ⁄∆Ì±Ú"
1123,1122,8,12,480,"2016/8/7 18:05:11","2016/8/7 18:12:04",1,18688880316,"÷ÏÓ⁄"
568,1245,4,11,398,"2016/8/7 18:21:08","2016/8/7 18:27:46",1,18688880443,"¿Ó√˜æ¸"
1201,1234,5,12,374,"2016/8/7 18:29:31","2016/8/7 18:43:33",1,18688880432,"¿Ó”Í…º"
1027,1382,6,23,737,"2016/8/7 18:35:11","2016/8/7 18:43:05",1,18688880581,"Ò˚∫Ω–¿"
1266,1444,8,16,625,"2016/8/7 18:44:02","2016/8/7 18:51:18",1,18688880643,"√Á‘™Â∞"
1049,1123,4,11,408,"2016/8/7 18:58:07","2016/8/7 18:46:07",1,18688880117,"÷‹∂´∆Ω"
1003,1600,2,10,255,"2016/8/7 18:59:59","2016/8/7 19:13:43",1,18688880799,"≤Ò“⁄““"
1129,1168,6,18,1046,"2016/8/7 19:02:42","2016/8/7 19:46:42",1,18688880297,"∫˙‹Á—≈"
454,1473,10,13,444,"2016/8/7 19:03:06","2016/8/7 19:14:07",1,18688880672,"–¡—«Õ˛"
474,1172,2,11,698,"2016/8/7 19:04:09","2016/8/7 19:19:40",1,18688880351,"–Ï–¿”Ë"
607,1165,6,15,850,"2016/8/7 19:13:38","2016/8/7 19:25:38",1,18688880294,"’≈√Œ—˛"
1319,1527,4,9,610,"2016/8/7 19:18:44","2016/8/7 19:31:46",1,18688880726,"œƒÊµç˛"
1282,1300,4,15,602,"2016/8/7 19:32:27","2016/8/7 19:47:27",1,18688880499,"‘≠ˆ©Íø"
1224,1106,3,11,347,"2016/8/7 19:34:53","2016/8/7 19:39:28",1,18688880185,"’≈Ω˙“´"
1263,1420,5,7,193,"2016/8/7 19:59:36","2016/8/7 20:04:22",1,18688880619,"“¸ø°È™"
1169,1146,4,7,278,"2016/8/7 20:01:25","2016/8/7 20:15:11",1,18688880275,"’‘»ÙÕÆ"
1211,1607,8,14,682,"2016/8/7 20:11:25","2016/8/7 20:24:45",1,18688880806,"≤Ò≥…¡¢"
1138,1223,2,9,265,"2016/8/7 20:16:02","2016/8/7 20:22:43",1,18688880422,"ÀÔ“¸›Ê"
1162,1447,2,14,513,"2016/8/7 20:21:32","2016/8/7 20:34:57",1,18688880646,"√ÁÃŒ"
1293,1132,2,5,222,"2016/8/7 20:39:03","2016/8/7 20:51:09",1,18688880120,"¬ΩÃŒ"
1014,1151,6,11,419,"2016/8/7 20:39:21","2016/8/7 20:55:14",1,18688880280,"√œË¥"
1109,1280,8,24,628,"2016/8/7 20:40:09","2016/8/7 20:49:50",1,18688880478,"¿Óæ√∂¨"
711,1034,6,7,503,"2016/8/7 20:42:03","2016/8/7 20:58:40",1,18688880053,"Ã’≥…∑º"
1069,1239,2,3,128,"2016/8/7 20:44:42","2016/8/7 20:26:42",1,18688880437,"’‘ŒƒËÂ"
1139,1114,4,22,705,"2016/8/7 20:46:52","2016/8/7 20:58:12",1,18688880193,"…€Í≈–¶"
1268,1553,8,11,405,"2016/8/7 20:55:40","2016/8/7 21:12:26",1,18688880752,"Õı„Â≥Ω"
1159,1153,4,5,354,"2016/8/7 21:15:53","2016/8/7 21:20:39",1,18688880127,"œ∞”–œ´"
909,991,4,4,471,"2016/8/7 21:25:18","2016/8/7 21:30:16",1,18688880010,"¬Ûø≠‘Û"
1096,1464,3,13,440,"2016/8/7 21:34:59","2016/8/7 21:28:59",1,18688880663,"∑∂–°”¢"
1146,1191,8,27,1000,"2016/8/7 21:35:07","2016/8/7 21:52:17",1,18688880370,"∫˙√ŒÁ˜"
1208,1182,2,12,430,"2016/8/7 21:35:49","2016/8/7 21:44:49",1,18688880361,"¬¨œË”Ó"
598,1469,8,13,529,"2016/8/7 21:36:05","2016/8/7 21:48:28",1,18688880668,"∑∂–Ò”Ì"
1186,1489,6,28,704,"2016/8/7 21:54:04","2016/8/7 22:02:53",1,18688880688,"–Ã–À∞≤"
546,1275,5,21,832,"2016/8/7 21:57:31","2016/8/7 22:06:12",1,18688880473,"–Ï“’√˘"
393,1210,4,8,125,"2016/8/8 11:04:28","2016/8/8 11:11:57",1,18688880409,"≥¬‚˘"
306,1227,3,9,218,"2016/8/8 11:33:59","2016/8/8 11:47:10",1,18688880425,"¿ÓˆŒ‘¬"
430,1465,4,13,405,"2016/8/8 12:27:26","2016/8/8 12:32:11",1,18688880665,"∑∂ƒ›"
407,1595,8,11,747,"2016/8/8 13:53:45","2016/8/8 14:09:05",1,18688880794,"∏ﬂœ˛Ê√"
312,1251,3,7,286,"2016/8/8 13:58:49","2016/8/8 14:09:03",1,18688880449,"’≈—≈∑∆"
481,1195,2,8,208,"2016/8/8 18:08:46","2016/8/8 18:19:39",1,18688880374,"’≈œ˛∑º"
469,1111,4,9,397,"2016/8/8 18:17:01","2016/8/8 18:21:06",1,18688880190,"≥¬Œ˜"
512,1122,8,9,368,"2016/8/8 19:14:37","2016/8/8 19:28:35",1,18688880316,"÷ÏÓ⁄"
571,1170,7,5,243,"2016/8/8 19:25:57","2016/8/8 19:35:38",1,18688880299,"’‘◊¬»ª"
540,1127,8,6,143,"2016/8/8 19:53:41","2016/8/8 19:59:47",1,18688880256,"¿Ó—«√Œ"
620,1091,2,12,659,"2016/8/8 20:03:03","2016/8/8 20:14:06",1,18688880170,"Œ∫÷¬‘∂"
473,1254,5,13,319,"2016/8/8 20:04:35","2016/8/8 20:19:25",1,18688880452,"’‘Œ∞√Ò"
